0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,ave_change
-97554949.88390376,-16619167.589128138,-265754.6037267126,-273523.0005881692,-739.6034768151451,-108.09080682078681,-35.38713573898047,-14.148013051506412,8.220665044539858,89.86189474905277,-6.042340242695157,-9.036662652856934,35.808961309040114,58.306730856385805,32.04591500122654,-2.2875137713082054,-1.1473933076325042,0.6570519726244115,0.01333333333333333
-95669277.57042232,-17178556.86245576,-397335.03758929047,-230409.43926524403,-671.4424137760033,-94.64570942134372,-38.44449486052596,-1.0151376397763445,-9.341659439364637,5.7035771326744715,1.9229269818736021,-2.6969984433064473,15.002194792495409,-2.775903364172139,0.4999195014052524,-1.1840956466636527,-0.9442078019266927,0.1945047598490168,0.01333333333333333
-120433466.04692824,-18411743.236554928,38216.8398762725,-349802.17170565843,-929.385251291588,-12.797235807479012,-54.036834809648774,19.881459157296906,-8.7484737713371,-0.5863333593161714,-5.1298844181172,-1.3552533632435628,11.283868895373905,-6.3922361919383235,0.35205597286651713,1.2307554056645085,-1.323556058021799,0.24258380974181748,-0.023333333333333334
-133995853.32225771,-19454249.820562355,-554021.5800756565,-96654.47149192955,-569.3457548220913,11.920477307752032,-67.1990586805228,3.820633359830794,6.80824588561293,6.257823930979128,15.53433196226254,-3.2176394879335235,15.669519060598628,-12.364117772044171,-1.2131067842317402,-0.5048804544296039,0.031277638495851884,0.1941394711095508,-0.11
-138496187.1971066,-19037187.50422019,-534439.716540733,-96431.35371643456,-563.2874095873523,-11.670116112396109,-48.103799573470084,34.09844871412742,5.613505846930736,17.67948316291502,10.112251809548262,-7.054429666210038,14.176395960509742,-13.014973125260317,1.8542097779235724,-0.1704945111142472,0.16102256318797603,0.1780866229137772,-0.06666666666666667
-156005578.15198752,-20749988.61462415,-548514.724750455,-62311.50976283743,-539.9844376520169,-11.352846445971142,-42.54207955452121,-10.61115762380334,-0.4719588651086145,14.18142697054697,5.229270324472409,-9.91140176404057,16.687944553025137,-8.020347087070936,1.1377321642936153,0.17101374748603707,0.0936787525326946,0.1371535359555202,-0.09333333333333334
-100961079.48671326,-9566623.60038813,-555566.6061991962,-142007.51479922366,-482.0048992408822,-118.39499579007146,-10.15507235825853,103.24039284539417,22.92208963698032,10.363840754338124,12.398499347440017,-1.0092150043437416,15.324873473449642,-3.1740491954186503,0.6515201686901505,-0.7224684081329145,1.027879319223138,0.1440523322348006,-0.01
-156913643.69348708,-16826210.381068736,-481035.8549432533,-81611.17700657863,-462.8339453706096,-101.90809639886952,-22.69938164672472,-23.458618573509618,9.06934812482156,16.859515594823137,-1.3242646364989357,-4.591319638981879,17.10363498136676,-4.8162334858060944,0.4428893042940233,0.749060766121364,0.012307593522582299,0.14622702889887668,-0.016666666666666666
-142284489.20901096,-18001060.125239164,-516335.6362281846,-99861.99037826582,-430.4165827959062,-125.46646518431336,-20.237461810788457,-32.18113214077333,22.859028363996202,14.10065418221887,-6.875447804930802,-6.14891158784516,15.433548796982496,-4.498397736538302,2.4558640615853884,-1.5856416659692654,-0.17944897462867607,0.13497094916770402,0.05000000000000001
-144733757.6430103,-18630165.99418098,-509054.2505496305,-101232.45121660964,-438.0046246411345,-118.14518357275527,-28.128753248154922,11.324468424501436,7.047422165925615,9.779573088308128,-13.944611758092405,1.3408210142626407,16.36502787144137,-7.967874721387297,0.03805122151312639,0.2889890600212286,0.13188668558061742,0.09863373468236754,0.053333333333333344
-151907137.27105576,-17210766.340050414,-527776.4601192485,-74206.21554069531,-447.00198329456373,-93.56967611175862,-43.66188950255387,5.3921937315546,12.840095462245026,13.175568189278207,4.162894135118322,-5.024984664803737,17.26942408884467,-5.476527058223424,2.2679187042571303,0.5951976589432172,0.05244787563606791,0.15703319936625298,0.06666666666666667
-175887012.12219527,-20358613.82861862,-387457.3359787366,-89793.19032998296,-531.9994545290465,10.414797328794796,-70.71255482584546,-6.168595455677404,5.245316580940436,2.701329986350108,0.014046475879182802,-6.67467930805135,17.436737937336552,-4.812051662592947,2.0770086365792433,0.9382081129168388,-0.4695852903531875,0.14804279045847815,0.006666666666666665
-159801729.78759205,-18316004.628187902,-511265.3759659067,-66424.20576508585,-404.6695323146224,46.270152425780765,-72.2832325711174,30.896150710084587,13.664520521879806,-1.6781009289989233,-5.362460358848608,8.572434083794825,19.52641609167706,-7.432386183937982,1.4690146493229772,-0.3993115005074343,-0.09264615353315363,0.09784418021845312,-0.03
-167044923.50088263,-20537708.330470502,-291305.7819609751,-144578.20646014088,-502.84627897028014,122.02289696748421,-73.11235269031454,-2.21758101684396,12.486404666618538,-9.232070904374238,-10.204635308035527,-7.8807321757054165,13.543515520583632,-3.156075309337197,-1.9710354828698424,0.560022845241935,0.3857085998174249,0.10191509047231388,-0.09666666666666668
-173302668.8319274,-22356973.348656554,-515249.4327493979,-47883.81619371804,-379.3138136730525,135.84470780746952,-60.15043223884993,-7.80791503894053,4.385172716904882,5.9248340608369325,6.8614241338302415,-10.647116675409832,15.97198905931433,-5.029703061938241,-0.06308311050794099,-0.6461449665946587,0.8091843914452094,0.047854343148210195,-0.003333333333333336
-146855912.02535325,-17000442.47499592,-479167.7487754271,-102310.72702343552,-312.2600183745306,54.16423651913234,-17.927423347107503,64.28535996666923,17.704862472984253,3.8568424812790987,-37.901838940735466,-4.597791825044613,13.53746079150347,-1.3081081016825586,2.1637569268511743,0.10827527484502708,0.6739121602190568,-0.0024224405729580205,0.08666666666666667
-104198949.42809322,-8414918.534274124,-488196.62063750083,-162906.7960257797,-190.66699854357435,-58.80769527333039,15.84850803775122,127.73915097417337,48.530574958666705,-2.066360744774953,7.552947206375845,1.9210620340591098,12.211115822393953,1.3522823209383188,2.8112248000211815,0.9212858729124699,0.7281253434087361,0.06894301647966526,0.16333333333333333
-115999009.84840672,-8086343.227730673,90899.78366811808,-366497.7604478183,-410.42225560494126,-12.583107869856986,1.1244732800104666,-2.7628510092764547,59.2585332556383,-6.478495228799277,-32.61533431034689,3.269961858040535,2.820946652250126,-3.725712766404427,5.283176360578788,1.3766600004518594,-0.7677080207882663,0.16339358334339535,0.043333333333333335
-120964844.62431575,-8670115.440107904,-6320.941102027642,-303508.5044147584,-444.2080630942977,30.727519745821528,-14.310581670546044,-27.963061880836847,-6.325463596922192,-16.21175689378986,31.29745059397888,-9.862891551235347,3.693819610837809,-9.031092838230972,-1.196608312940839,0.38251781487996667,0.4723916547627214,-0.02460279789434563,0.020000000000000004
-126949857.7030311,-10267893.567561006,-40430.00807517312,-278848.79547669855,-394.0758747384425,52.772844990930395,-18.029997360450647,-45.40049148523438,44.24753723426217,-22.84384550409653,-23.952422079136397,-4.801111857146798,2.608988221542393,-8.756727276866185,1.003937540500346,-0.9357397079605667,0.81621802711329,0.028800991943248536,-0.06333333333333334
-126083932.29580085,-8955489.9846667,-464254.31303631864,-118268.09558090717,-260.02440048624015,31.14086026325913,-12.34368348904704,-17.414790265778233,-8.582729800890636,-15.106743869287552,9.72232028938702,-5.799163374949818,10.04773685653964,-9.919977715015385,-0.7825410499015422,-2.2751225110445117,0.7487771908004575,-0.12594248857315732,-0.07
-138372145.10091424,-10634668.914336089,-366845.2913118802,-138962.31530251814,-358.90371772914114,43.73425478818884,-10.31630770463752,-44.14049331491437,13.945474935286699,-23.766211499381107,4.567286233732451,0.6605664619486461,13.38225794579327,-5.328590882452929,-1.5872297236801747,-1.0573928000760613,0.2555048913368861,-0.049192372190691724,-0.12000000000000001
-140983693.43754998,-13010890.877597079,-412499.9137534091,-123528.74607079412,-343.7853338423559,14.150304928511849,3.977039203280449,20.143955189044327,1.7829705302357282,-15.043407593370256,7.909270913280013,-4.415110721369438,12.014898363084173,-7.371412503915815,-1.962805025999473,-1.4219232220453748,0.8222097600392532,-0.08811472920311089,-0.07333333333333335
-164452679.78374717,-14860904.389512736,-220397.80999828907,-165605.99542955964,-467.15395489182436,-34.31191385359901,21.299317137608746,2.0299515189183284,-1.533807425531631,-2.0627385869051995,1.0023258607193821,-7.7885678315810525,10.56438396138488,-8.320577818341038,-0.6203064665015185,-1.6811707428679037,0.2161470761303494,-0.06262360039575364,-0.04666666666666667
-160775539.35461533,-16398270.136967815,-265845.62574750476,-162504.0837603397,-375.48481828032567,-80.00098972585603,26.6822478790896,48.87999278142384,8.860083438943906,-5.005658068989502,12.468732538116331,-3.2402836712312024,11.68187221180192,-6.806782779651266,-0.8094015927328321,-0.08209762593656779,-0.001447118586245024,-0.013480440303263915,0.026666666666666672
-162883633.22670412,-15366470.280664138,-168690.49286247755,-195672.90407600725,-340.00770300174446,-99.0434865337053,18.200995244306924,21.379621373830872,6.635213970967593,3.0280696936192104,-26.194113803128733,-1.3098060017061863,7.496058003936067,-11.30962423433981,1.133509643605274,0.4294477847214635,-0.4568084744409119,0.01318145205883386,0.006666666666666672
-175051165.04471147,-18236656.326785922,-437696.13561271527,-68651.07993096202,-148.03455694762562,-141.7710473755997,12.60528568397834,17.197377371715188,13.416282288724386,0.49838681999880274,9.917611635089594,-11.362654187101754,9.323705643990422,-11.415317370251602,1.5290523149536386,-1.0834690453698566,-0.7372324072541013,0.006797364052477944,0.12000000000000001
-177092097.2932336,-17114547.809492826,-294696.1319751606,-117576.55510917553,-258.48616456160124,-73.44386223200796,-21.996552717331753,-51.589260953836906,16.284449154123166,-8.08323543732377,6.943198829968848,-2.643036085229616,11.081772676333488,-10.939852610349925,0.7596186612069249,-0.964720377217525,-1.6690879730340256,0.08219457006175294,0.053333333333333344
-168379496.88559952,-17772045.254012115,-552828.6098035845,-31949.50694380234,-114.00739369375508,-75.86662751046345,-27.607509411958002,12.595702690994294,2.952203254691448,-11.336453078808455,12.291019430245177,-5.828432312150583,11.790847520436252,-12.217487471665184,-2.945291912372996,-0.950657022159343,-0.1896683237720836,0.002566750625539575,0.0033333333333333457
-118116274.82487851,-5583729.189923878,-391736.8507448487,-158240.65033909358,-290.81913640878753,88.77842135034118,-85.97262899563044,-90.51253187692367,37.368674659349445,-6.721308742137284,6.005652527782613,-10.155861261710077,5.679559333414938,-11.231050857431839,-1.9070803705937331,0.18550828769653221,-0.3397864186326212,0.26716880265639964,-0.10000000000000002
-152386098.90267316,-13949714.128418554,-496977.7241750894,-72172.55555967445,-272.2057941060959,160.64070718581485,-79.6355411332623,4.366534777589893,5.07391032035733,5.450066613558561,-8.018341575009996,-2.237029478630632,10.604684604816834,-15.062888017630753,-1.530524086885215,-0.5950203642546716,1.0702467269937896,0.1022608975885624,-0.07666666666666666
-157317578.90039864,-15538229.054652004,-414405.25682692754,-104118.86494372234,-286.31283437541947,62.66190925763008,-20.13569545821463,43.116932770340505,3.2118293314023347,16.795563180668072,-6.932106006227491,-0.6167325991006398,10.2805387256958,-15.059453644415159,1.133618987133938,-1.263891804647581,0.8731481347524707,0.022473156817927362,-0.01
-155108581.52945915,-14392256.312651567,-418592.7771144989,-104591.55971937653,-280.20508492669546,-15.510695697157887,8.440563280767512,11.400718038312647,14.415626961644826,13.118824012902593,23.831070746838783,-16.858476344535976,6.225661745987635,-15.359010631612131,-0.5081235729197795,0.22467120009724179,0.8940716533343815,0.0356890033382135,-0.013333333333333334
-178915680.93656904,-17995494.731397927,-405219.17122006544,-73062.10183217312,-252.29609546851,-48.786540065594075,14.040146633773006,-4.456044498781421,10.897147753412009,15.732576629293593,2.0428501186369203,0.7482028557619923,12.367941170993156,-15.50465755532293,2.1650953154826627,0.30916915479449836,0.5375546462657725,0.00045461231357577344,-0.04
-181923809.63123897,-18160761.063561793,-439574.4074971829,-53123.24476510694,-236.91804700771007,-78.1022424708008,13.157877158883466,9.361309400869326,11.278934341314919,9.312210727944676,9.379312048062145,-9.74978019232375,9.496543573877277,-17.637314747355227,2.669554742067925,-0.1639772894476645,0.19405422886121243,-0.023220052565521957,-0.04666666666666667
-186765484.7454248,-18216652.84177852,-249726.4938279141,-122807.91580119531,-320.4825674896509,-117.881356182312,19.037301631479437,29.732941611634516,11.879177482304422,3.7774864670452413,5.276591946670569,-2.0832828086493667,8.568398973602518,-19.756305139293207,2.589227203122513,-0.39388720776646474,-0.028752092592239768,-0.03372727858684193,0.006666666666666664
-186067765.42580438,-17983570.082206544,-250405.6244423383,-124815.84570365747,-233.6144152401453,-162.4380394631312,17.386464474411397,54.47233305867384,5.102569294680002,1.5339743371458514,-4.341822328981032,-2.0253404908556725,7.101691851587116,-19.73392916168486,2.1077063502488462,-0.06992217732892815,-0.17745802008637068,-0.045395520583032783,0.02333333333333333
-194537362.47250953,-19083875.153472256,-234637.96263078705,-117526.3429527548,-180.7969385793168,-165.13359173253656,-0.24026061921268813,1.3419000325263686,4.6316916409187,4.402065395328261,-6.567551332404212,-6.976575439261101,5.862557992732737,-18.900732311291346,1.9476762466784705,-0.9407133040406597,-0.6839978039774464,0.0016817910185767226,0.02666666666666666
-178858674.5376019,-17425393.032472093,-187682.07304503853,-161962.52123989898,-240.98322800832977,-65.85387642366662,-44.14142121926631,-59.77245797265837,18.33104706583892,-3.473327592824303,7.875144781181575,-5.02796157285799,5.919835644070587,-16.55537529430032,-1.5849169725399528,-0.6807012808638662,-0.4150064950116337,0.13346975826706678,-0.016666666666666666
-182959855.44780275,-19901364.601514798,-415655.3803161681,-65863.00336400061,-115.58819012288546,-27.49219735803218,-55.27586590449275,20.439885338398337,1.5067442750732392,6.200115403972624,10.896806660540598,-4.387579540623656,8.44325881879741,-19.735702839780686,1.7700563308841282,-0.7105312555259089,-0.4753844592742719,0.07948933286551468,-0.006666666666666665
-190593755.86597985,-19398256.106687136,-151349.72359879853,-157262.58026179599,-286.69123231082256,-18.648216879959215,-44.6729424848487,0.21896873285931626,13.049889643061217,5.429527362092632,13.7560475515463,-11.190280250516588,3.9647022589718284,-19.002257343990046,-2.0860809932213917,-0.28724758574744763,0.9119954822308871,0.10910053369277505,0.0033333333333333335
-192732871.4205771,-19499806.868676838,-266101.9465055922,-108672.9742811782,-151.56046149666608,-29.876789969775732,-39.0284024595929,28.912546902649524,10.932457491382797,28.952807661734155,-19.33977959876988,-0.46992065868180183,9.244908417664387,-13.292355473896912,6.422532771870587,0.7324284573507771,0.5768443064313142,0.14882755058077654,-0.0033333333333333327
-187964570.0986739,-17818731.32885985,-337487.1581613421,-83804.89614880759,-110.65112715364984,-28.411483682337682,-39.03612813877738,-14.119908133617043,25.38178500944561,22.678331077297173,6.353865233838325,10.507602504910516,15.172007763422554,-9.481691379425573,6.90434954628854,-0.9183770995847528,0.056455476553222014,0.1646508779224066,-0.10000000000000002
-185945222.8990157,-16877511.961624913,-325382.3724038486,-89068.48443165174,-150.42768562300964,-17.972093824511045,-36.2950787687689,3.137327181338641,-0.4851092781956586,6.997954034476253,1.9535385507519873,-10.711582600098529,8.933778755574167,-10.465208088177091,2.619450499957055,-0.17706251261450123,0.021788960936673363,0.04768345852615532,-0.12333333333333335
-195706191.63619936,-19768600.245291285,-122808.11982953554,-162264.72213286007,-273.16399975361793,-28.872623132046854,-21.122397144663307,-6.6180148869215545,2.4264050068827383,7.349035320509976,11.416654735108404,-6.532864427086693,8.868281370876234,-10.124979631174748,2.0591475771562413,-0.8047092792773836,0.3596460782621499,0.0484698089685278,-0.06333333333333334
-196066444.60672522,-18577159.855540216,153246.8610153082,-284255.59294197307,-430.59797416258857,-107.55364926906131,11.453807111034465,51.61233251807029,6.67351611890705,22.14430613382074,-0.37361932148861277,-2.653343939151803,7.37505236702499,-6.042998573502719,4.555869924041312,-2.2566390512247194,0.4817895706592179,0.06411846877107628,-0.10666666666666665
-198031428.52805704,-20226546.347485833,-204399.36288919448,-133017.77859832818,-136.4137218704293,-140.2747061366533,-0.7567605132011276,-18.453369175858356,15.150277419713415,24.493193171772887,-0.000695539837701646,-10.185547095039729,9.129292716199302,-5.664980609898611,3.805866748221702,-1.2520599917191886,-0.6019083914707769,0.10807868899455532,-0.10666666666666667
-141813756.9709649,-10624878.531226847,-409282.9483993805,-137122.7902710867,-80.921158816936,-84.68695972355314,-39.55738212019716,-82.48116525298546,45.782286406753855,8.110932908579189,4.794097044651789,-8.646159686157333,7.204294465196096,-7.0836109673520795,1.9185520669638982,-1.0760465557404388,-1.0736625458638391,0.21997095617539764,-0.24
-159597045.5574306,-12682474.804547744,420104.07264766074,-483672.5612060936,-697.0593352425694,-139.43994486060882,9.398614974846161,83.96939508434743,13.00690244260635,11.48981254405359,1.0048778029577283,-5.0447750597435785,2.7675983777377158,0.24269872782190047,0.9484270943051736,-3.647394471208279,-0.09231982981263714,0.10533302907049215,-0.09666666666666666
-169544614.46643353,-14680182.443847988,-88526.17894753773,-248093.14508358837,-227.4568190144262,-157.93694831670066,-13.879679334621198,5.281714038898739,18.066398118325125,15.317483030249338,-19.281303628523855,-2.7609137196728715,8.042334021366722,-0.47896320562070693,-1.9585042156773385,-0.37152912613108774,-1.0577740635520954,0.1425057661733142,-0.10666666666666667
-182630388.82354772,-17490075.915178612,-53260.531894102016,-248474.63651169816,-223.57592537625496,-175.63189126446218,-14.97952045519743,45.58169537089744,21.922066300328844,26.000010273236654,1.1643232431530175,-14.12920844241406,5.693257185735902,0.25379069837223917,-2.012776238984138,-1.8961850318705318,-0.6581702351045078,0.15678789930545706,0.010000000000000004
-186836934.63071367,-17189601.63185625,-194471.09530726826,-171948.43462639954,-113.92917052256867,-157.20561065248665,-37.505902112490105,-29.017650874251466,7.258657656964203,26.425639589267174,12.989449044482656,-4.369059600609211,13.4186626949862,3.9302365319178754,-3.1302195154907198,0.22549149472846355,-1.415553450022096,0.17416305862742132,0.023333333333333334
-186200927.16598743,-16995675.27788401,-228713.46469608287,-158438.9433017523,-97.45480137217906,-173.49401860964758,-36.90323367248983,28.793554182895527,13.172715280206523,22.81454884184845,17.56348550755521,-3.922539929534148,14.009596713806395,4.521220002454122,-3.2086266617165577,0.11516786267917435,-0.5341485534281094,0.12591751797691628,-0.02666666666666666
-183149685.73261863,-14952635.872592382,-75318.08671053825,-235569.2631583993,-159.7625794048483,-139.28305815101714,-49.05881181060545,29.37513863968271,3.565415180497832,14.506273026479368,-4.925947454943988,-4.868287516651925,11.683911919913173,8.211380866797098,-2.7087446390025876,3.008146705837751,-0.522237241493954,0.13572561583518697,-0.04666666666666666
-198059534.4608732,-17073028.80004327,-159396.23167617526,-159322.0255316943,-51.91348420427471,-108.75863670908902,-62.61431697928476,6.055695074082957,5.920492714598435,13.78476383712324,5.51839019104812,-4.681867338523736,13.500236598235512,6.362741675295634,-2.9199587212829217,2.1729454567843685,0.7484001550825606,0.0819207794630689,0.03333333333333333
-207194192.28865862,-19252362.642857548,-75538.01524794509,-189131.84552701414,-91.7761712591663,-141.29957212838676,-43.679675593481164,15.970452404043423,6.116879486223024,21.07023237584559,7.391371574209584,-4.832117708118285,11.171783335977526,2.5306121095924317,-5.405666059419697,-0.9166392915433261,2.190657678441152,-0.0045750532189858,0.12333333333333334
-175690124.2651268,-14391067.168767625,-289303.795773299,-149842.88231678764,26.54642749291364,-156.34698094203935,-48.671291720883126,4.247180872580036,33.10123559987586,11.232558475086496,56.25539404857106,-3.711869019947311,15.140912108530392,7.400908252227804,-1.3756656725529957,0.6789182856700685,0.3793394362281309,0.10444164996279044,0.10333333333333332
-142072010.15764502,-4523120.543730272,-120960.70047913602,-280441.48301846307,-167.2294893120379,-81.39742834241754,-73.47532427216574,-88.63206355959267,62.90012540055732,-4.861441420274134,-4.567649599717822,-4.329788038388321,7.619749252797534,6.197060224006709,-0.18506533063563002,1.8642969493360788,0.7164432549291353,0.18990868729096821,-5.782411586589357e-19
-146018596.5807625,-6193568.552569933,-268963.52544208954,-196629.6058279664,-149.89420865158522,-29.508833593851378,-80.5924817355164,-24.936421703143967,6.896284779951088,-6.231932236686784,-5.535033410934058,-2.0882845443421347,13.962051832470143,9.367452066992227,-3.02504090494729,1.3350965685315141,3.1352483136281486,-0.036914144709087916,-0.06
-181270315.616882,-14474202.526051844,-432306.532396234,-61162.38126241457,3.5594572661897135,-2.9491792319025296,-75.9922292281575,8.593523963060624,7.484231513711221,0.8004811089979121,-5.2517097893136455,1.7481545789253117,18.658247104980653,4.401334903454177,3.4645974423151964,0.028639018897553974,1.5803101821777297,-0.10737547361922618,-0.08333333333333333
-183130217.05133837,-16102055.993881213,-312486.99984223075,-116199.1180324649,-83.31123620057662,12.81086875152204,-60.9555141386072,-12.959839118096756,5.082294005441247,-6.21587281864802,4.4671172020469045,-6.968321301786844,13.206155839262145,-0.5056210430874173,0.5153660339877969,-0.4127441054965618,1.4822274792373649,-0.1479382349391491,-0.10666666666666667
-161324493.47780782,-5530471.913540478,-439309.95550228853,-86301.99629871262,-32.924523208614644,-43.802778245304445,-39.83065227429664,70.4449438073092,9.18546460552371,-8.637656364025636,-0.8493680102704269,-1.393717590208709,15.08102579133963,0.7291997149279872,3.196458230267486,-1.3589401093351765,0.23267175964418854,-0.2063867019361665,-0.06999999999999999
-186667065.43637726,-13257218.404641079,-358938.59353405365,-83659.41323862952,19.174185761038103,-86.378181218589,-18.264251984118918,2.945649329832957,0.6222214206175413,-9.817064818154387,7.797818101168704,-9.87214522887669,12.289205872148749,-1.7267421341840878,-1.1623409134752105,-1.5561019210210592,-0.03780758180830558,-0.2439368353160958,0.03
-178846580.09710228,-10365612.077167684,-340995.91275268333,-109168.96224584781,45.79174245316779,-136.1582936435756,-7.488727189399025,55.60039770081108,16.040537417507014,-7.000651339709203,1.9919533164467609,2.8863330396365914,12.269332359228088,-6.029416998131276,1.590313253757309,-0.9783821389707841,-0.8929954655087988,-0.20405915334865554,0.12666666666666668
-200220073.75782022,-16004762.385022322,-303390.20267389715,-86770.60543887637,116.72120263765768,-163.30393495106284,-6.915034203751425,11.411985371021899,1.8871474004474071,-5.851041880517658,3.759627899974721,-7.121773921765742,9.96650814637605,-6.676309925830904,-1.5531467974621944,-0.6105222633913634,-0.5738697786046245,-0.21913565347289488,0.22666666666666666
-171529082.836133,-8886418.270810105,-414053.9995259788,-84265.51707964073,131.80830649365552,-107.28668640155581,-43.878943692628276,-67.56405902609369,34.59123747540299,-8.268451932725615,4.564556920440853,-2.3946684937695792,9.450577144931376,-9.13731131050458,-0.4259767501599914,0.5190291686150689,-0.5160042157536114,-0.04048546815164184,0.16
-143085230.34137657,-4561724.220276799,-10184.37052013759,-322533.42643357837,-267.38993777026104,22.17202491503437,-68.4865027556545,-48.51184806744749,23.586130902698226,-10.344298773234309,-0.5241835982140384,-3.2703544874705535,2.1986125329902353,-11.286893338863985,4.401699668161781,-0.3366442380175166,-1.0079430353854963,0.02001887364018103,0.17
-121306423.67003943,264071.09376302554,373839.759293627,-508698.090882012,-593.9638260413614,192.2978669675755,-93.70907118983702,-19.530469934654622,13.28966976275111,-25.045826108001144,-1.1867501916323624,-10.312640336832198,-5.5987848906574476,-12.354302646336405,2.375157477345025,0.5909991030978536,-0.5050245112246857,0.0353472425934605,0.11333333333333333
-154959807.2253134,-6521406.006202296,-390018.29290745436,-111233.39733517995,-67.51350180828682,277.62485237659183,-104.73860604659238,-5.300665959544097,-2.3230652377321794,-19.21699814764711,5.9179906102524695,-6.6043387722605305,6.798245245173109,-14.198337213766877,-2.998833256906847,-0.7752463642015811,1.4645715793590082,-0.1421926374211783,0.02999999999999999
-115239029.31505755,-882845.223591854,147756.90727265415,-394119.6753845113,-461.1314398629484,426.3656299048062,-97.09896645144768,-36.022571470700996,-4.72854550426211,-10.432496160193324,19.849494035130846,-4.434578495936755,0.4176273260898408,-11.663180010373882,-0.095246288945206,1.2146462403424705,1.1442960320868285,0.01303621535362571,-0.003333333333333327
-148488544.69487494,-8959789.659680448,4861.579797631573,-295570.12162498315,-356.85366570250267,546.8872464637951,-79.78293202921225,16.81838884076274,-0.11062421419055077,-10.574598940906146,0.3734478921253634,1.7733946682159256,4.561486149462889,-12.357027813967237,0.46814297171173286,0.5428937315844199,1.5714617767713663,-0.09541720946079096,-0.08
-143089433.75710598,-7011335.208146941,-251472.1414914863,-191742.20896648002,-188.2097971467709,503.03497607166906,-20.661294601927256,3.982172524450337,19.783377534458396,-2.6720603902884137,-5.8023755838272075,-12.388910295288813,4.4865930057663475,-5.508110915014821,-1.2537974018604725,-3.356313105516258,1.7325797539259526,-0.1876172636782118,0.02666666666666667
