ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
000001.SH,20111101,2470.019,2450.331,2491.355,2445.527,2468.25,1.769,0.0717,88892417.0,85052779.138
000001.SH,20111102,2504.108,2437.87,2505.121,2433.715,2470.019,34.089,1.3801,105468200.0,102082766.289
000001.SH,20111103,2508.09,2510.842,2535.24,2507.297,2504.108,3.982,0.159,136576325.0,136305609.736
000001.SH,20111104,2528.294,2525.244,2536.779,2512.904,2508.09,20.204,0.8056,101873675.0,99981183.331
000001.SH,20111107,2509.799,2518.898,2536.18,2507.615,2528.294,-18.495,-0.7315,78867174.0,78893506.771
000001.SH,20111108,2503.836,2514.259,2524.82,2500.02,2509.799,-5.963,-0.2376,78672656.0,76914038.706
000001.SH,20111109,2524.919,2512.587,2527.703,2489.025,2503.836,21.083,0.842,78208572.0,78141603.24
000001.SH,20111110,2479.536,2498.594,2507.452,2478.139,2524.919,-45.383,-1.7974,87111088.0,85463858.302
000001.SH,20111111,2481.084,2483.957,2496.527,2472.761,2479.536,1.548,0.0624,66137668.0,65005133.543
000001.SH,20111114,2528.714,2498.672,2529.632,2496.335,2481.084,47.63,1.9197,81229812.0,82523780.186
000001.SH,20111115,2529.761,2525.948,2534.059,2518.703,2528.714,1.047,0.0414,79227750.0,80497345.503
000001.SH,20111116,2466.959,2529.073,2529.458,2456.856,2529.761,-62.802,-2.4825,93382109.0,92396963.052
000001.SH,20111117,2463.046,2467.704,2482.528,2459.165,2466.959,-3.913,-0.1586,66414285.0,65902701.975
000001.SH,20111118,2416.562,2448.387,2448.51,2411.042,2463.046,-46.484,-1.8873,72180807.0,70566565.864
000001.SH,20111121,2415.13,2416.732,2419.244,2396.087,2416.562,-1.432,-0.0593,50170366.0,49511107.897
000001.SH,20111122,2412.625,2400.984,2414.85,2387.826,2415.13,-2.505,-0.1037,51443233.0,50689583.452
000001.SH,20111123,2395.065,2415.197,2418.56,2390.654,2412.625,-17.56,-0.7278,50547850.0,50043359.84
000001.SH,20111124,2397.554,2379.146,2409.719,2370.695,2395.065,2.489,0.1039,52154150.0,51411098.473
000001.SH,20111125,2380.224,2393.327,2403.942,2372.622,2397.554,-17.33,-0.7228,45362552.0,46246206.878
000001.SH,20111128,2383.034,2383.893,2396.827,2372.156,2380.224,2.81,0.1181,46064666.0,46414831.572
000001.SH,20111129,2412.393,2398.994,2413.326,2388.202,2383.034,29.359,1.232,55123190.0,57068884.953
000001.SH,20111130,2333.414,2406.329,2407.326,2319.44,2412.393,-78.979,-3.2739,76611104.0,72215263.538
000001.SH,20111201,2386.86,2392.485,2423.559,2376.916,2333.414,53.446,2.2905,98650046.0,95200516.876
000001.SH,20111202,2360.664,2374.899,2378.299,2344.846,2386.86,-26.196,-1.0975,59868845.0,57320156.584
000001.SH,20111205,2333.229,2363.111,2363.127,2327.61,2360.664,-27.435,-1.1622,52214969.0,48641215.75
000001.SH,20111206,2325.905,2326.66,2331.892,2310.155,2333.229,-7.324,-0.3139,45917077.0,42625594.847
000001.SH,20111207,2332.73,2325.562,2339.847,2317.814,2325.905,6.825,0.2934,41570306.0,39767464.564
000001.SH,20111208,2329.82,2329.911,2346.654,2302.642,2332.73,-2.91,-0.1247,51473520.0,49219492.855
000001.SH,20111209,2315.27,2315.513,2331.259,2309.457,2329.82,-14.55,-0.6245,39988559.0,38885194.063
000001.SH,20111212,2291.545,2312.151,2315.811,2290.264,2315.27,-23.725,-1.0247,39632578.0,36516062.508
000001.SH,20111213,2248.59,2283.223,2285.814,2245.868,2291.545,-42.955,-1.8745,58627478.0,51593326.502
000001.SH,20111214,2228.525,2241.387,2256.744,2224.725,2248.59,-20.065,-0.8923,44079822.0,38621178.573
000001.SH,20111215,2180.895,2215.792,2216.909,2179.467,2228.525,-47.63,-2.1373,56712186.0,47305130.387
000001.SH,20111216,2224.84,2179.509,2225.538,2170.748,2180.895,43.945,2.015,57265903.0,50568967.344
000001.SH,20111219,2218.235,2208.071,2221.448,2164.887,2224.84,-6.605,-0.2969,57818464.0,49717681.273
000001.SH,20111220,2215.93,2209.699,2239.859,2206.519,2218.235,-2.305,-0.1039,52761113.0,46564369.385
000001.SH,20111221,2191.148,2230.18,2237.466,2188.71,2215.93,-24.782,-1.1184,50877262.0,46125532.122
000001.SH,20111222,2186.297,2178.572,2201.587,2149.423,2191.148,-4.851,-0.2214,58986117.0,48023419.137
000001.SH,20111223,2204.784,2183.911,2219.786,2178.141,2186.297,18.487,0.8456,52421325.0,43478781.866
000001.SH,20111226,2190.11,2193.659,2213.453,2186.07,2204.784,-14.674,-0.6656,43613663.0,36403330.902
000001.SH,20111227,2166.205,2186.709,2196.973,2162.723,2190.11,-23.905,-1.0915,45712179.0,37400003.602
000001.SH,20111228,2170.013,2157.65,2170.672,2134.017,2166.205,3.808,0.1758,49633435.0,40007345.153
000001.SH,20111229,2173.561,2161.184,2181.955,2157.115,2170.013,3.548,0.1635,44749200.0,35989659.76
000001.SH,20111230,2199.417,2177.517,2200.988,2177.517,2173.561,25.856,1.1896,51943838.0,42698835.641
000001.SH,20120104,2169.39,2211.995,2217.52,2168.644,2199.417,-30.027,-1.3652,49245537.0,40632918.502
000001.SH,20120105,2148.452,2160.898,2183.404,2145.556,2169.39,-20.938,-0.9652,58743447.0,46603965.319
000001.SH,20120106,2163.395,2148.147,2164.322,2132.626,2148.452,14.943,0.6955,50583054.0,39465868.149
000001.SH,20120109,2225.89,2164.741,2226.218,2148.453,2163.395,62.495,2.8887,76759839.0,62132963.469
000001.SH,20120110,2285.744,2221.832,2288.628,2218.275,2225.89,59.854,2.689,109585415.0,91045903.375
000001.SH,20120111,2276.046,2282.913,2290.644,2265.185,2285.744,-9.698,-0.4243,84441781.0,74264707.833
000001.SH,20120112,2275.01,2268.739,2295.224,2265.256,2276.046,-1.036,-0.0455,71569994.0,63945881.028
000001.SH,20120113,2244.58,2277.08,2281.532,2225.736,2275.01,-30.43,-1.3376,71474322.0,64030025.661
000001.SH,20120116,2206.193,2230.433,2241.259,2206.045,2244.58,-38.387,-1.7102,45859522.0,42884791.206
000001.SH,20120117,2298.376,2206.531,2298.376,2196.117,2206.193,92.183,4.1784,87803560.0,77406846.62
000001.SH,20120118,2266.384,2298.834,2311.579,2257.898,2298.376,-31.992,-1.3919,89940422.0,80655237.044
000001.SH,20120119,2296.075,2266.076,2305.707,2259.337,2266.384,29.691,1.3101,72498861.0,63886737.692
000001.SH,20120120,2319.118,2300.5,2322.891,2293.893,2296.075,23.043,1.0036,69922753.0,62906415.725
000001.SH,20120130,2285.038,2324.493,2324.493,2284.291,2319.118,-34.08,-1.4695,58413687.0,51868459.382
000001.SH,20120131,2292.61,2285.954,2296.384,2277.056,2285.038,7.572,0.3314,48738325.0,43777519.937
000001.SH,20120201,2268.08,2288.066,2305.863,2263.342,2292.61,-24.53,-1.07,53553811.0,48554972.307
000001.SH,20120202,2312.556,2273.85,2312.556,2268.687,2268.08,44.476,1.961,63471872.0,57682360.382
000001.SH,20120203,2330.405,2306.656,2336.267,2300.982,2312.556,17.849,0.7718,78943697.0,70249339.901
000001.SH,20120206,2331.136,2334.248,2341.575,2317.422,2330.405,0.731,0.0314,75734477.0,67305626.604
000001.SH,20120207,2291.902,2319.421,2319.708,2278.825,2331.136,-39.234,-1.683,67326906.0,58091080.366
000001.SH,20120208,2347.53,2291.812,2350.965,2286.819,2291.902,55.628,2.4272,87114528.0,80885696.801
000001.SH,20120209,2349.589,2344.224,2363.613,2333.935,2347.53,2.059,0.0877,98032325.0,89658695.587
000001.SH,20120210,2351.981,2342.011,2368.979,2339.885,2349.589,2.392,0.1018,96501619.0,82222468.07
000001.SH,20120213,2351.855,2332.055,2365.339,2325.028,2351.981,-0.126,-0.0054,86263585.0,77715389.643
000001.SH,20120214,2344.771,2348.877,2352.469,2332.247,2351.855,-7.084,-0.3012,73130413.0,66294933.778
000001.SH,20120215,2366.702,2340.455,2374.282,2335.101,2344.771,21.931,0.9353,98861021.0,87632869.277
000001.SH,20120216,2356.86,2363.897,2373.804,2342.073,2366.702,-9.842,-0.4159,95051169.0,83758449.953
000001.SH,20120217,2357.181,2366.63,2372.512,2344.76,2356.86,0.321,0.0136,71924839.0,65121696.783
000001.SH,20120220,2363.597,2383.686,2388.009,2362.012,2357.181,6.416,0.2722,88911586.0,82306945.828
000001.SH,20120221,2381.43,2365.487,2382.146,2345.053,2363.597,17.833,0.7545,79348669.0,74538521.268
000001.SH,20120222,2403.587,2380.504,2404.442,2374.03,2381.43,22.157,0.9304,118684269.0,109092241.265
000001.SH,20120223,2409.554,2401.738,2416.805,2396.71,2403.587,5.967,0.2483,112553593.0,105469685.126
000001.SH,20120224,2439.628,2410.881,2439.977,2405.274,2409.554,30.074,1.2481,134903249.0,121550205.544
000001.SH,20120227,2447.057,2447.406,2478.375,2444.629,2439.628,7.429,0.3045,158073244.0,144685593.339
000001.SH,20120228,2451.857,2440.914,2458.651,2431.828,2447.057,4.8,0.1962,118361993.0,107000289.102
000001.SH,20120229,2428.487,2446.228,2453.067,2426.329,2451.857,-23.37,-0.9532,95536952.0,91908381.829
000001.SH,20120301,2426.115,2418.788,2437.874,2418.334,2428.487,-2.372,-0.0977,75083289.0,71067886.558
000001.SH,20120302,2460.693,2430.098,2461.121,2430.098,2426.115,34.578,1.4252,103228378.0,96453866.915
000001.SH,20120305,2445.002,2464.849,2469.841,2442.115,2460.693,-15.691,-0.6377,112693326.0,107604373.438
000001.SH,20120306,2410.445,2439.779,2442.001,2406.056,2445.002,-34.557,-1.4134,103709012.0,100674335.99
000001.SH,20120307,2394.794,2391.203,2413.695,2388.519,2410.445,-15.651,-0.6493,94790636.0,91730684.728
000001.SH,20120308,2420.276,2401.102,2426.698,2401.102,2394.794,25.482,1.0641,96782134.0,93410826.914
000001.SH,20120309,2439.462,2425.885,2440.511,2414.966,2420.276,19.186,0.7927,100624055.0,100411480.219
000001.SH,20120312,2434.859,2438.546,2440.857,2420.84,2439.462,-4.603,-0.1887,106223059.0,108158111.406
000001.SH,20120313,2455.795,2432.843,2457.22,2428.609,2434.859,20.936,0.8598,104649712.0,102576931.855
000001.SH,20120314,2391.23,2464.915,2476.216,2382.836,2455.795,-64.565,-2.6291,179786029.0,170736655.188
000001.SH,20120315,2373.774,2388.063,2403.742,2366.024,2391.23,-17.456,-0.73,120025499.0,112260876.485
000001.SH,20120316,2404.736,2377.757,2406.148,2368.311,2373.774,30.962,1.3043,103675622.0,102406003.302
000001.SH,20120319,2410.184,2401.217,2412.336,2383.674,2404.736,5.448,0.2266,102153490.0,102981667.54
000001.SH,20120320,2376.839,2407.542,2407.542,2376.031,2410.184,-33.345,-1.3835,97903935.0,94620915.242
000001.SH,20120321,2378.195,2384.709,2396.722,2361.222,2376.839,1.356,0.0571,95686538.0,94949639.342
000001.SH,20120322,2375.772,2376.991,2386.099,2364.13,2378.195,-2.423,-0.1019,79348880.0,76900869.341
000001.SH,20120323,2349.539,2369.077,2371.263,2342.12,2375.772,-26.233,-1.1042,76862139.0,74138712.972
000001.SH,20120326,2350.599,2349.086,2357.996,2339.141,2349.539,1.06,0.0451,55427733.0,54051832.906
000001.SH,20120327,2347.179,2358.545,2363.766,2344.304,2350.599,-3.42,-0.1455,60881116.0,65159971.554
000001.SH,20120328,2284.881,2341.003,2341.42,2281.433,2347.179,-62.298,-2.6542,83645283.0,78231139.045
000001.SH,20120329,2252.16,2276.74,2280.958,2242.345,2284.881,-32.721,-1.4321,74248084.0,68018095.501
000001.SH,20120330,2262.788,2256.042,2266.208,2246.245,2252.16,10.628,0.4719,62024147.0,55962029.859
000001.SH,20120405,2302.241,2258.031,2303.824,2251.393,2262.788,39.453,1.7436,80101456.0,74602339.783
000001.SH,20120406,2306.553,2299.055,2309.64,2291.559,2302.241,4.312,0.1873,72136521.0,68863352.285
000001.SH,20120409,2285.777,2300.051,2304.65,2284.442,2306.553,-20.776,-0.9007,59760639.0,55129724.461
000001.SH,20120410,2305.863,2281.024,2306.387,2258.853,2285.777,20.086,0.8787,67345526.0,63133960.653
000001.SH,20120411,2308.925,2286.716,2319.053,2280.035,2305.863,3.062,0.1328,75130070.0,67516502.992
000001.SH,20120412,2350.864,2310.484,2351.055,2307.841,2308.925,41.939,1.8164,97687895.0,87315827.0
000001.SH,20120413,2359.161,2351.513,2369.701,2346.944,2350.864,8.297,0.3529,98774414.0,92321434.038
000001.SH,20120416,2357.026,2346.307,2364.111,2342.199,2359.161,-2.135,-0.0905,85322682.0,73752833.49
000001.SH,20120417,2334.985,2355.369,2363.013,2333.341,2357.026,-22.041,-0.9351,84688445.0,72470714.424
000001.SH,20120418,2380.848,2341.135,2383.64,2337.857,2334.985,45.863,1.9642,108612544.0,93123038.358
000001.SH,20120419,2378.634,2378.632,2386.978,2369.459,2380.848,-2.214,-0.093,94272421.0,89960919.583
000001.SH,20120420,2406.863,2374.662,2407.294,2372.13,2378.634,28.229,1.1868,115522062.0,101772111.696
000001.SH,20120423,2388.588,2403.521,2411.51,2383.068,2406.863,-18.275,-0.7593,122907558.0,109412433.183
000001.SH,20120424,2388.834,2380.236,2415.749,2350.399,2388.588,0.246,0.0103,133722354.0,117494693.49
000001.SH,20120425,2406.813,2382.211,2411.421,2376.626,2388.834,17.979,0.7526,130972867.0,113070083.354
000001.SH,20120426,2404.697,2408.558,2414.754,2393.265,2406.813,-2.116,-0.0879,115529587.0,104823228.17
000001.SH,20120427,2396.316,2402.431,2408.42,2393.867,2404.697,-8.381,-0.3485,91228350.0,84016072.396
000001.SH,20120502,2438.436,2421.082,2446.35,2407.788,2396.316,42.12,1.7577,128006006.0,123975243.894
000001.SH,20120503,2440.08,2433.589,2441.953,2427.728,2438.436,1.644,0.0674,102248493.0,102185836.407
000001.SH,20120504,2452.014,2437.465,2453.731,2427.969,2440.08,11.934,0.4891,102204871.0,102378296.014
000001.SH,20120507,2451.947,2441.757,2451.947,2432.736,2452.014,-0.067,-0.0027,108830107.0,111395001.265
000001.SH,20120508,2448.884,2451.575,2451.598,2431.025,2451.947,-3.063,-0.1249,104855537.0,104969661.883
000001.SH,20120509,2408.587,2432.472,2432.472,2407.509,2448.884,-40.297,-1.6455,97902212.0,99521226.356
000001.SH,20120510,2410.23,2409.945,2419.121,2402.204,2408.587,1.643,0.0682,81698471.0,81054861.426
000001.SH,20120511,2394.983,2406.074,2415.977,2393.378,2410.23,-15.247,-0.6326,74863995.0,75815758.028
000001.SH,20120514,2380.725,2408.262,2411.272,2377.983,2394.983,-14.258,-0.5953,90526339.0,89364340.585
000001.SH,20120515,2374.843,2367.083,2376.594,2354.614,2380.725,-5.882,-0.2471,77922916.0,77334728.771
000001.SH,20120516,2346.192,2369.295,2372.032,2344.5,2374.843,-28.651,-1.2064,76733829.0,74181725.328
000001.SH,20120517,2378.886,2347.177,2383.306,2342.352,2346.192,32.694,1.3935,86870030.0,81458439.849
000001.SH,20120518,2344.52,2364.899,2369.598,2338.241,2378.886,-34.366,-1.4446,89689419.0,78956446.671
000001.SH,20120521,2348.3,2343.576,2360.386,2330.325,2344.52,3.78,0.1612,74840341.0,70052964.572
000001.SH,20120522,2373.307,2355.732,2374.056,2354.868,2348.3,25.007,1.0649,76779780.0,75374527.235
000001.SH,20120523,2363.437,2369.265,2378.077,2350.548,2373.307,-9.87,-0.4159,84216580.0,84886660.758
000001.SH,20120524,2350.973,2359.682,2373.057,2344.58,2363.437,-12.464,-0.5274,79206805.0,76840602.473
000001.SH,20120525,2333.553,2350.541,2355.808,2327.408,2350.973,-17.42,-0.741,74019252.0,68024547.81
000001.SH,20120528,2361.367,2325.317,2361.744,2309.072,2333.553,27.814,1.1919,94962105.0,86735892.422
000001.SH,20120529,2389.636,2361.003,2393.279,2358.374,2361.367,28.269,1.1971,117157725.0,111363644.314
000001.SH,20120530,2384.668,2385.392,2391.691,2378.133,2389.636,-4.968,-0.2079,89809793.0,84828401.3
000001.SH,20120531,2372.234,2370.007,2382.989,2362.314,2384.668,-12.434,-0.5214,77890228.0,75383460.178
000001.SH,20120601,2373.436,2373.224,2388.087,2365.442,2372.234,1.202,0.0507,77021923.0,77078144.8
000001.SH,20120604,2308.55,2346.984,2348.199,2308.229,2373.436,-64.886,-2.7338,90179347.0,86903299.584
000001.SH,20120605,2311.916,2313.741,2323.298,2304.046,2308.55,3.366,0.1458,66078528.0,64099737.588
000001.SH,20120606,2309.555,2315.561,2323.113,2301.035,2311.916,-2.361,-0.1021,58532028.0,58562081.283
000001.SH,20120607,2293.13,2324.672,2328.672,2288.665,2309.555,-16.425,-0.7112,60232048.0,59646400.379
000001.SH,20120608,2281.447,2306.219,2306.882,2276.714,2293.13,-11.683,-0.5095,67924641.0,63755911.203
000001.SH,20120611,2305.856,2282.891,2311.772,2278.163,2281.447,24.409,1.0699,64197967.0,60177220.468
000001.SH,20120612,2289.791,2295.07,2298.95,2280.951,2305.856,-16.065,-0.6967,59941982.0,55298586.708
000001.SH,20120613,2318.924,2289.707,2319.714,2284.65,2289.791,29.133,1.2723,78454349.0,73945581.88
000001.SH,20120614,2295.946,2306.781,2314.585,2293.065,2318.924,-22.978,-0.9909,71633722.0,68928753.615
000001.SH,20120615,2306.85,2299.781,2314.242,2283.4,2295.946,10.904,0.4749,68687579.0,67855914.889
000001.SH,20120618,2316.052,2313.53,2325.052,2309.709,2306.85,9.202,0.3989,60594622.0,60309396.127
000001.SH,20120619,2300.795,2313.455,2313.455,2298.394,2316.052,-15.257,-0.6588,60135905.0,57869602.291
000001.SH,20120620,2292.877,2300.406,2304.458,2291.541,2300.795,-7.918,-0.3441,54103955.0,50568121.867
000001.SH,20120621,2260.877,2288.454,2288.454,2253.789,2292.877,-32.0,-1.3956,58992012.0,54696856.218
000001.SH,20120625,2224.114,2253.514,2253.514,2223.054,2260.877,-36.763,-1.6261,59768952.0,54809336.014
000001.SH,20120626,2222.067,2214.649,2229.24,2203.944,2224.114,-2.047,-0.092,52940798.0,47281397.826
000001.SH,20120627,2216.934,2219.944,2233.543,2213.323,2222.067,-5.133,-0.231,51049128.0,45220313.771
000001.SH,20120628,2195.843,2220.236,2224.155,2195.356,2216.934,-21.091,-0.9514,54182183.0,50299744.713
000001.SH,20120629,2225.431,2190.576,2226.485,2188.716,2195.843,29.588,1.3475,61441886.0,55964660.552
000001.SH,20120702,2226.11,2234.32,2234.873,2215.358,2225.431,0.679,0.0305,62196207.0,60638957.821
000001.SH,20120703,2229.193,2225.568,2244.832,2219.05,2226.11,3.083,0.1385,62703021.0,60441034.732
