ts_code_x,trade_date,open_x,high_x,low_x,close_x,pre_close_x,change_x,pct_chg_x,vol_x,amount_x,ts_code_y,close_y,open_y,high_y,low_y,pre_close_y,change_y,pct_chg_y,vol_y,amount_y,ma,data_dif,data_dea,data_macd,kdj_k,kdj_d,kdj_j,bias,rsi,roc,psy,ave_change
000002.SZ,20130716,10.34,10.52,10.11,10.45,10.45,0.0,0.0,890197.25,917005.7861,000001.SH,2065.72,2054.6,2066.363,2038.535,2059.39,6.33,0.3074,96737399.0,82870901.045,10.089999999999984,-0.10546087229524304,-0.2687704501670123,0.3266191557435385,234.27043065861196,236.2505301718254,230.31023163218504,3.5678889990090785,59.14634146341464,5.454545454545441,50.0,-0.2966666666666667
000002.SZ,20130717,10.35,10.7,10.1,10.39,10.45,-0.06,-0.57,911728.56,947459.6638,000001.SH,2044.922,2061.186,2075.813,2043.231,2065.72,-20.798000000000002,-1.0068,103251321.0,87993978.106,10.132499999999984,-0.08233689261272836,-0.23148373865615549,0.29829369208685425,213.62709561637953,228.7093853200101,183.4625162091184,2.5413274117938975,57.703927492447136,6.4485081809432145,41.66666666666667,-0.31333333333333335
000002.SZ,20130718,10.35,10.52,10.07,10.12,10.39,-0.27,-2.6,734283.23,750596.1522,000001.SH,2023.396,2038.4,2043.372,2016.899,2044.922,-21.526,-1.0527,92132049.0,76618528.707,10.165833333333318,-0.08481996388582758,-0.20215098370208992,0.2346620396325247,180.71593608467845,212.71156890823286,116.72467043756961,-0.4508566275922784,55.84795321637426,6.521739130434766,41.66666666666667,-0.08000000000000002
000002.SZ,20130719,10.15,10.18,9.5,9.56,10.12,-0.56,-5.53,1387493.04,1353875.8594,000001.SH,1992.648,2025.317,2035.22,1990.253,2023.396,-30.748,-1.5196,104577571.0,87481519.97,10.17416666666665,-0.13047114549425842,-0.18781501606052364,0.11468774113253044,124.11365435948262,183.17893072531612,5.983101627815643,-6.036530428372357,51.344086021505376,-2.510460251046027,41.66666666666667,0.010000000000000009
000002.SZ,20130722,9.48,9.6,9.29,9.45,9.56,-0.11,-1.15,882926.52,832015.0005,000001.SH,2004.7620000000002,1977.733,2005.474,1970.639,1992.648,12.114,0.6079,82922190.0,69649507.412,10.144999999999984,-0.17352581888554397,-0.18495717662552774,0.022862715479967544,99.9467373149239,155.43486625518537,-11.029520565599057,-6.850665352390196,44.9856733524355,-7.936507936507937,33.33333333333333,0.016666666666666673
000002.SZ,20130723,9.5,9.88,9.42,9.88,9.45,0.43,4.55,912770.75,889195.0963,000001.SH,2043.876,2008.955,2051.526,2005.092,2004.7620000000002,39.114000000000004,1.9511,109517360.0,92711261.46200001,10.118333333333316,-0.17097861634155898,-0.182161464568734,0.022365696454350048,130.0720184250031,146.98058364512463,96.2548879847601,-2.3554603854388003,45.454545454545475,-1.214574898785417,33.33333333333333,-0.17666666666666667
000002.SZ,20130724,9.8,9.85,9.4,9.59,9.88,-0.29,-2.94,1104508.97,1056959.5729,000001.SH,2033.329,2035.691,2042.773,2010.424,2043.876,-10.547,-0.516,106655779.0,93700581.451,10.084166666666649,-0.19016837370634043,-0.1837628463962553,-0.012811054620170237,118.97274346613112,137.64463691879345,81.62895656080644,-4.90042145277233,44.32132963988919,-0.7299270072992731,33.33333333333333,-0.14666666666666667
000002.SZ,20130725,9.59,9.69,9.4,9.5,9.59,-0.09,-0.94,732049.62,698627.0321,000001.SH,2021.174,2037.336,2045.365,2016.431,2033.329,-12.155,-0.5978,98545366.0,86249516.075,10.070833333333317,-0.21021541011799094,-0.18905335914060245,-0.04232410195477698,101.89580747204445,125.72836043654378,54.2307015430458,-5.668183698800011,47.61904761904761,-8.210526315789467,33.33333333333333,-0.08
000002.SZ,20130726,9.41,9.53,9.3,9.35,9.5,-0.15,-1.58,643574.75,604528.4391,000001.SH,2010.85,2013.19,2021.5739999999998,2000.797,2021.174,-10.324000000000002,-0.5108,73800429.0,65538619.606000006,9.993333333333316,-0.23549197243346676,-0.19834108179917534,-0.07430178126858283,76.26387164802969,109.2401975070391,10.311219930010878,-6.43762508338877,33.91003460207613,-15.29411764705882,25.0,0.056666666666666664
000002.SZ,20130729,9.28,9.28,8.93,9.15,9.35,-0.2,-2.14,1107248.68,999854.1482,000001.SH,1976.306,1997.838,1997.838,1969.8529999999998,2010.85,-34.544000000000004,-1.7179,78683274.0,65866980.367,9.857499999999982,-0.26856629365005524,-0.21238612416935138,-0.11236033896140774,71.7949620510675,96.75845235504858,21.86798144310535,-7.177276185645276,18.532818532818553,-13.66120218579235,16.666666666666664,0.19666666666666666
000002.SZ,20130730,9.13,9.47,9.01,9.26,9.15,0.11,1.2,940808.06,870848.0668,000001.SH,1990.0639999999999,1981.4520000000002,2006.2320000000002,1965.361,1976.306,13.758,0.6961,77219784.0,66157865.325,9.762499999999983,-0.2826437100601993,-0.22643764134752098,-0.1124121374253566,79.29187946261646,90.93626139090453,56.003115606040325,-5.147247119077945,25.431034482758612,-12.850971922246215,25.0,0.24
000002.SZ,20130731,9.8,10.1,9.49,9.52,9.26,0.26,2.81,1585069.85,1548869.7483,000001.SH,1993.799,2000.7939999999999,2015.4720000000002,1987.88,1990.0639999999999,3.735,0.1877,70160603.0,59394334.168000005,9.684999999999983,-0.26971127322985744,-0.23509236772398825,-0.06923781101173837,109.05172916555387,96.97475064912096,133.20568619841967,-1.703665462054553,31.620553359683807,-9.768907563025207,25.0,0.15666666666666665
000002.SZ,20130801,9.57,9.88,9.5,9.74,9.52,0.22,2.31,980289.04,956075.6992,000001.SH,2029.067,2000.818,2029.9279999999999,1997.058,1993.799,35.268,1.7689,91256686.0,77395281.406,9.625833333333315,-0.23895553185873553,-0.23586500055093773,-0.0061810626155955894,149.84400991989318,114.5978370727117,220.33635561425612,1.1860444983120313,37.09090909090912,-6.673511293634499,33.33333333333333,0.06333333333333334
000002.SZ,20130802,10.07,10.26,9.9,9.98,9.74,0.24,2.46,1328338.63,1334337.028,000001.SH,2029.418,2039.514,2047.0839999999998,2025.654,2029.067,0.35100000000000003,0.0173,93592767.0,78906252.081,9.591666666666649,-0.19299071418211255,-0.2272901432771727,0.0685988581901203,199.8960066132623,143.03056025289524,313.6268993339964,4.048653344917659,43.00341296928328,-1.4028056112224327,41.66666666666667,2.3129646346357427e-18
000002.SZ,20130805,9.9,10.04,9.82,9.99,9.98,0.01,0.1,766025.83,759024.3486,000001.SH,2050.481,2031.724,2050.911,2025.226,2029.418,21.063000000000002,1.0379,85517968.0,73277096.081,9.580833333333315,-0.15398134746473602,-0.21262838411468538,0.11729407329989872,234.21638536122262,173.42583528900437,355.79748550565915,4.2706793076456755,47.56554307116107,4.304304304304301,50.0,-0.06666666666666667
000002.SZ,20130806,9.85,9.96,9.66,9.93,9.99,-0.06,-0.6,1026378.2,1007127.5507,000001.SH,2060.5,2043.6529999999998,2066.74,2034.957,2050.481,10.019,0.4886,105580975.0,88690559.153,9.611666666666649,-0.12645000490879,-0.1953927082735063,0.1378854067294326,251.38235214557707,199.41134090786193,355.32437462100734,3.311947286284221,58.52534562211979,4.8338368580060465,50.0,-0.060000000000000005
000002.SZ,20130807,10.1,10.34,9.93,9.98,9.93,0.05,0.5,1558395.03,1582541.8595,000001.SH,2046.7779999999998,2056.367,2069.561,2043.75,2060.5,-13.722000000000001,-0.6659999999999999,107712594.0,91260307.563,9.655833333333314,-0.09945023504405803,-0.17620421362761665,0.15350795716711724,267.5882347637182,222.13697219314736,358.49075990485994,3.3572106671271618,62.55924170616115,1.0020040080160284,58.333333333333336,0.049999999999999996
000002.SZ,20130808,10.04,10.04,9.76,9.79,9.98,-0.19,-1.9,781788.72,770914.2766,000001.SH,2044.895,2044.4360000000001,2058.561,2037.251,2046.7779999999998,-1.883,-0.092,84133290.0,71954924.316,9.648333333333314,-0.09231992834041947,-0.15942735657017723,0.13421485645951553,260.2969184139074,234.85695426673405,311.1768467082541,1.4683019519780847,47.5935828877005,2.0429009193054064,50.0,0.12333333333333334
000002.SZ,20130809,9.88,9.91,9.6,9.75,9.79,-0.04,-0.41,719651.89,701493.985,000001.SH,2052.235,2052.244,2061.708,2030.1270000000002,2044.895,7.34,0.3589,95316423.0,83036019.695,9.661666666666648,-0.088872309944799,-0.1453163472451016,0.11288807460060518,227.15446734840194,232.28945862729003,216.88448479062578,0.914265999655194,54.93827160493827,2.5641025641025643,50.0,0.11333333333333334
000002.SZ,20130812,9.77,10.13,9.77,10.13,9.75,0.38,3.9,1418770.25,1413329.7263,000001.SH,2101.283,2058.416,2102.347,2055.715,2052.235,49.048,2.39,135128974.0,116489710.186,9.714166666666648,-0.054845004250854146,-0.1272220786462521,0.1447541487907959,206.13716626645598,223.57202784034533,171.26744311867725,4.280689714334946,66.49214659685865,7.699901283316891,58.333333333333336,-0.07333333333333333
000002.SZ,20130813,10.12,10.19,10.03,10.16,10.13,0.03,0.3,844425.96,855255.0615,000001.SH,2106.156,2101.324,2106.397,2093.7960000000003,2101.283,4.873,0.2319,117708875.0,96430370.02600001,9.781666666666647,-0.02516725757610061,-0.1068111144322218,0.16328771371224238,195.3195143530758,214.15452334458882,157.64949637004975,3.867779860283055,72.62569832402235,9.940944881889761,66.66666666666666,-0.09000000000000001
000002.SZ,20130814,10.25,10.34,10.07,10.09,10.16,-0.07,-0.69,929231.02,951292.1411,000001.SH,2100.137,2109.225,2122.965,2093.0429999999997,2106.156,-6.019,-0.2858,114437802.0,95791169.735,9.85999999999998,-0.0072127009782061435,-0.08689143174141867,0.15935746152642505,182.9011816117279,203.73674276696852,141.23005930124668,2.3326572008115662,78.31325301204815,8.225966303270566,66.66666666666666,-0.04333333333333333
000002.SZ,20130815,10.1,10.14,9.89,9.91,10.09,-0.18,-1.78,773192.21,773668.3141,000001.SH,2081.88,2099.279,2108.405,2079.969,2100.137,-18.257,-0.8693,99396656.0,84735663.14899999,9.914166666666647,-0.0074225190171404165,-0.07099764919656303,0.12715026035884522,155.2674544078186,187.58031331391854,90.64173659561874,-0.04202740186581724,68.78612716763004,3.935418768920288,58.333333333333336,-0.05000000000000001
000002.SZ,20130816,9.87,10.5,9.79,9.89,9.91,-0.02,-0.2,1594071.44,1601432.6842,000001.SH,2068.452,2075.9829999999997,2198.848,2061.654,2081.88,-13.427999999999999,-0.645,153063326.0,123125127.254,9.94499999999998,-0.009097760853716608,-0.05861767152799374,0.09903982134855427,134.69443197080386,169.95168619954697,64.17992351331765,-0.5530417295121195,62.41610738255036,1.516683518705767,50.0,-0.09666666666666668
000002.SZ,20130819,9.81,10.05,9.7,9.96,9.89,0.07,0.71,990540.15,976460.181,000001.SH,2085.6020000000003,2055.1279999999997,2091.132,2052.703,2068.452,17.15,0.8291,97446783.0,81501386.16399999,9.963333333333313,-0.004722548493724332,-0.04783864692113986,0.08623219685483105,128.5059653998908,156.13644593299492,73.24500433368263,-0.033456005352752206,58.20895522388061,-0.20080321285140132,50.0,-0.12666666666666668
000002.SZ,20130820,9.92,9.99,9.71,9.76,9.96,-0.2,-2.01,967509.18,952475.2958,000001.SH,2072.595,2081.966,2098.98,2066.072,2085.6020000000003,-13.007,-0.6237,107381773.0,89117930.47700001,9.94499999999998,-0.01719527330007331,-0.04170997219692655,0.04902939779370648,102.874944675196,138.38261218039528,31.85960966479746,-1.86023127199579,41.53846153846153,-2.3565573770491848,41.66666666666667,-0.06666666666666667
000002.SZ,20130821,9.75,9.78,9.54,9.6,9.76,-0.16,-1.64,753885.83,725527.0093,000001.SH,2072.9610000000002,2076.271,2076.317,2056.913,2072.595,0.366,0.0177,87445991.0,72860722.876,9.912499999999982,-0.03953492637285194,-0.04127496303211163,0.0034800733185193777,76.91662978346407,117.89395138141822,-5.038013412444229,-3.152585119798061,36.55172413793104,-3.437500000000001,33.33333333333333,0.04
000002.SZ,20130822,9.6,9.75,9.54,9.58,9.6,-0.02,-0.21,561063.61,540456.6726,000001.SH,2067.124,2069.313,2083.333,2062.367,2072.9610000000002,-5.837000000000001,-0.2816,90928307.0,76018374.98,9.883333333333313,-0.05818240469058189,-0.04465645136380569,-0.027051906653552407,57.62695953818252,97.80495410033966,-22.72902958613176,-3.0691399662729903,37.58865248226954,-4.175365344467645,33.33333333333333,0.016666666666666673
000002.SZ,20130823,9.65,9.67,9.36,9.56,9.58,-0.02,-0.21,728480.84,692564.3704,000001.SH,2057.458,2075.929,2079.846,2029.365,2067.124,-9.666,-0.4676,112426351.0,94571635.94399999,9.848333333333313,-0.07372464662395295,-0.05047009041583514,-0.04650911241623562,59.923349369541114,85.17775252340681,9.414543061809724,-2.9277373498051777,34.782608695652186,-2.40585774058576,25.0,-0.03666666666666666
000002.SZ,20130826,9.57,9.73,9.42,9.72,9.56,0.16,1.67,859051.85,824976.7108,000001.SH,2096.474,2061.417,2097.344,2056.133,2057.458,39.016,1.8963,119932652.0,99157897.686,9.84249999999998,-0.07229791712304667,-0.05483565575727745,-0.03492452273153844,78.65857699904899,83.00469401528754,69.96634296657189,-1.2446024892047693,47.40740740740746,-0.30864197530863535,33.33333333333333,-0.08
000002.SZ,20130827,9.69,9.74,9.57,9.63,9.72,-0.09,-0.93,654149.93,630050.4276,000001.SH,2103.567,2095.44,2105.376,2090.425,2096.474,7.093,0.3383,126341966.0,104591620.27700001,9.83249999999998,-0.077535688401559,-0.059375662286133765,-0.03632005223085047,81.47130939721556,82.49356580926354,79.42679657311959,-2.059496567505514,45.714285714285744,-5.192107995846313,33.33333333333333,-0.056666666666666664
000002.SZ,20130828,9.54,9.54,9.36,9.45,9.63,-0.18,-1.87,927219.85,876145.8843,000001.SH,2101.301,2092.311,2113.817,2080.861,2103.567,-2.266,-0.1077,161392026.0,132239100.468,9.775833333333313,-0.09511473212801214,-0.06652347625450945,-0.057182511747005366,70.98087293147704,78.65600151666804,55.630615761095015,-3.3330491859174645,21.66666666666663,-7.513227513227523,25.0,-0.05333333333333334
000002.SZ,20130829,9.45,9.5,9.36,9.48,9.45,0.03,0.32,665492.3,626698.0741,000001.SH,2097.2270000000003,2108.436,2110.894,2088.236,2101.301,-4.074,-0.1939,133268219.0,105259324.00299999,9.719166666666647,-0.1054103962199271,-0.07430086024759298,-0.06221907194466822,75.89201052574673,77.73467118636093,72.20668920451831,-2.460773385921085,21.666666666666746,-6.4345991561181375,25.0,0.07666666666666666
000002.SZ,20130830,9.44,9.54,9.36,9.46,9.48,-0.02,-0.21,683338.33,645669.2256,000001.SH,2098.382,2097.217,2114.393,2089.095,2097.2270000000003,1.155,0.0551,170075649.0,132055680.824,9.666666666666648,-0.11387098322960476,-0.08221488484399535,-0.06331219677121883,74.4041974933552,76.62451328869236,69.9635659026809,-2.137931034482564,22.608695652174006,-4.7568710359407955,25.0,0.056666666666666664
000002.SZ,20130902,9.5,9.52,9.17,9.29,9.46,-0.17,-1.8,922549.15,859782.6698,000001.SH,2098.448,2104.09,2108.683,2078.455,2098.382,0.066,0.0031,149158524.0,121084660.314,9.61499999999998,-0.1327632268043697,-0.09232455323607022,-0.08087734713659894,61.72401045011551,71.65767900916674,41.85667333201303,-3.380135205408031,22.807017543859704,-6.458557588805183,25.0,0.12333333333333334
000002.SZ,20130903,9.35,9.73,9.25,9.71,9.29,0.42,4.52,1640058.85,1565224.4655,000001.SH,2123.112,2100.449,2123.847,2095.455,2098.448,24.664,1.1753,138893175.0,112421234.241,9.599999999999982,-0.11254759739081877,-0.09636916206701994,-0.03235687064759765,95.69479484553163,79.67005095462171,127.74428262735145,1.145833333333533,44.155844155844186,-2.5746652935118433,33.33333333333333,-0.05333333333333334
000002.SZ,20130904,9.65,9.75,9.6,9.63,9.71,-0.08,-0.82,769083.08,743249.1906,000001.SH,2127.618,2121.68,2132.996,2115.7529999999997,2123.112,4.506,0.2122,142000386.0,116457424.329,9.572499999999982,-0.1018083139768855,-0.09745699244899306,-0.008702643055784887,110.26117636166764,89.86709275697035,151.0493435710622,0.6006790284671598,39.35483870967746,-1.349948078920031,25.0,0.10333333333333333
000002.SZ,20130905,9.7,9.9,9.66,9.66,9.63,0.03,0.31,1056883.15,1034821.5342,000001.SH,2122.43,2125.255,2127.855,2115.236,2127.618,-5.188,-0.2438,126544104.0,105776493.159,9.564166666666647,-0.08984097439073402,-0.09593378883734126,0.012185628893214479,123.00240040272793,100.91219530555621,167.18281059707138,1.0020040080162371,46.37681159420292,0.6211180124223654,33.33333333333333,0.14
000002.SZ,20130906,9.63,9.81,9.46,9.55,9.66,-0.11,-1.14,894026.01,854607.9524,000001.SH,2139.993,2119.333,2143.244,2119.021,2122.43,17.563,0.8275,143260660.0,119152339.949,9.559999999999981,-0.08821595363929902,-0.09439022179773282,0.012348536316867609,120.38543865232373,107.40327642114539,146.3497631146804,-0.10460251046004462,48.120300751879746,-0.31413612565444354,33.33333333333333,0.22666666666666668
000002.SZ,20130909,9.57,10.12,9.53,9.94,9.55,0.39,4.08,1945970.12,1922390.2023,000001.SH,2212.516,2151.347,2218.529,2151.347,2139.993,72.523,3.3889,219427086.0,178881745.254,9.58999999999998,-0.054826368108809476,-0.08647745105994815,0.06330216590227736,158.03473687932686,124.28042990720587,225.54335082356886,3.649635036496558,60.58823529411761,3.8229376257545176,41.66666666666667,0.09333333333333334
000002.SZ,20130910,10.0,10.11,9.9,10.08,9.94,0.14,1.41,1036088.9,1035078.7740000001,000001.SH,2237.984,2214.814,2238.551,2202.817,2212.516,25.468000000000004,1.1511,237206649.0,191083879.038,9.633333333333313,-0.01687354334151614,-0.07255666951626176,0.11136625234949124,197.27568317207647,148.61218099549606,294.6026875252373,4.63667820069226,64.28571428571425,3.571428571428566,50.0,0.019999999999999993
000002.SZ,20130911,10.18,10.45,10.1,10.23,10.08,0.15,1.49,1481686.84,1515592.2257,000001.SH,2241.268,2244.962,2258.075,2233.0029999999997,2237.984,3.284,0.1467,244349455.0,195427637.455,9.675833333333314,0.02501967883618228,-0.05304139984577295,0.15612215736391044,232.46950306709877,176.56462168603028,344.2792658292357,5.727327534234996,64.08839779005521,5.865102639296184,50.0,-0.10333333333333333
000002.SZ,20130912,10.25,10.38,9.97,10.22,10.23,-0.01,-0.1,1255974.32,1273035.0683,000001.SH,2255.605,2236.1710000000003,2270.268,2226.288,2241.268,14.337,0.6397,209715110.0,167300577.632,9.724999999999982,0.056759158561316525,-0.03108128816435505,0.17568089345134313,254.97966871139934,202.70297069448665,359.53306474522475,5.089974293059328,67.05202312138724,7.534246575342479,50.0,-0.20666666666666667
000002.SZ,20130913,10.21,10.4,10.1,10.14,10.22,-0.08,-0.78,1108856.93,1133408.0494,000001.SH,2236.217,2251.462,2259.424,2228.4829999999997,2255.605,-19.387999999999998,-0.8595,171984229.0,140600125.813,9.782499999999981,0.07459767790652272,-0.00994549495017949,0.16908634571340442,231.79200136315512,212.3993142507095,270.5773755880464,3.6544850498340926,71.16564417177915,6.508875739644972,50.0,-0.17
000002.SZ,20130916,10.21,10.28,9.9,9.92,10.14,-0.22,-2.17,931737.89,932469.9984,000001.SH,2231.401,2244.4629999999997,2248.471,2226.1710000000003,2236.217,-4.816,-0.2154,154884020.0,133580632.77700001,9.819166666666648,0.07017375228915945,0.006078354497688303,0.1281907955829423,207.40156412716092,210.73339754285996,200.73789729576288,1.0269031655777165,62.08791208791206,4.637096774193539,41.66666666666667,-0.07666666666666667
000002.SZ,20130917,9.97,9.97,9.59,9.6,9.92,-0.32,-3.23,1135831.63,1104007.2365,000001.SH,2185.56,2230.388,2230.929,2184.922,2231.401,-45.841,-2.0544,154542555.0,132460428.87799999,9.830833333333315,0.04038094729220276,0.012938873056591199,0.054884148471223124,151.60104275144053,191.02261261238684,72.75790302954789,-2.3480545901498586,53.301886792452805,3.229166666666672,41.66666666666667,-0.06666666666666667
000002.SZ,20130918,9.6,9.66,9.56,9.63,9.6,0.03,0.31,631679.5,607352.7077,000001.SH,2191.851,2185.936,2195.904,2172.0429999999997,2185.56,6.291,0.2878,115111887.0,101333088.77600001,9.859166666666647,0.01897198671290745,0.01414549578785445,0.009652981850106004,129.4006951676271,170.4819734641336,47.23813857461414,-2.3244019947593304,58.58585858585862,-0.8307372793354109,50.0,-0.14666666666666664
000002.SZ,20130923,9.68,9.71,9.58,9.69,9.63,0.06,0.62,709821.61,683878.2582,000001.SH,2221.044,2199.361,2223.0679999999998,2198.3360000000002,2191.851,29.193,1.3319,133174858.0,121468259.676,9.85749999999998,0.006768704359179978,0.012670137502119554,-0.011802866285879152,127.29277113739222,156.08557268855313,69.70716803507042,-1.6992137966013818,49.38271604938267,0.6191950464396153,50.0,-0.22666666666666666
000002.SZ,20130924,9.62,9.63,9.36,9.4,9.69,-0.29,-2.99,1165625.66,1100583.2558,000001.SH,2207.531,2219.467,2219.5429999999997,2187.236,2221.044,-13.513,-0.6084,160415055.0,143330958.11,9.838333333333315,-0.02600331120979682,0.004935447759736278,-0.06187751793906619,89.80011902986651,133.99042146899092,1.4195141516177046,-4.455361680501261,43.715846994535504,-2.765957446808508,50.0,-0.11333333333333334
000002.SZ,20130925,9.4,9.4,9.15,9.19,9.4,-0.21,-2.23,1450110.49,1343309.9936,000001.SH,2198.515,2206.225,2217.974,2193.722,2207.531,-9.016,-0.4084,160212762.0,143779983.393,9.799166666666649,-0.06813519450503769,-0.00967868069321852,-0.11691302762363834,65.20007935324422,111.06030743040868,-26.520376801084723,-6.216515009779576,38.30845771144277,-3.91730141458108,41.66666666666667,-0.02
000002.SZ,20130926,9.2,9.25,8.99,9.01,9.19,-0.18,-1.96,1213940.52,1104822.2368,000001.SH,2155.8089999999997,2192.226,2192.226,2154.721,2198.515,-42.706,-1.9425,140415346.0,125680363.38700001,9.754166666666649,-0.11472700968501215,-0.030688346491577256,-0.16807732638686979,46.030822132931995,89.38381233124979,-40.675158263703594,-7.629218282784967,37.019230769230745,-10.321864594894558,41.66666666666667,0.18000000000000002
000002.SZ,20130927,9.02,9.08,8.95,9.06,9.01,0.05,0.55,695245.83,628136.0534,000001.SH,2160.027,2150.9610000000002,2165.777,2149.594,2155.8089999999997,4.218,0.1957,105401788.0,97811678.18200001,9.680833333333316,-0.1459345342882976,-0.053737584050921335,-0.18439390047475257,58.89234296041635,79.21998920763865,18.23705046597175,-6.413015408452958,24.71264367816098,-11.258278145695359,41.66666666666667,0.10999999999999999
000002.SZ,20130930,9.08,9.18,9.03,9.13,9.06,0.07,0.77,633756.3,576146.5719,000001.SH,2174.665,2167.734,2176.303,2165.1620000000003,2160.027,14.638,0.6777,92810081.0,88982759.154,9.601666666666649,-0.16313775687733134,-0.07561761861620335,-0.17504027652225598,85.41540812745716,81.28512884757815,93.67596668721515,-4.912341607359648,21.55688622754496,-12.048192771084333,41.66666666666667,0.09333333333333334
000002.SZ,20131008,9.11,9.6,9.01,9.55,9.13,0.42,4.6,1546852.82,1451175.0257,000001.SH,2198.199,2171.904,2200.018,2161.489,2174.665,23.534000000000002,1.0822,126710203.0,114992017.832,9.544999999999982,-0.14125267193281132,-0.08874462927952495,-0.10501608530657275,210.78975926445807,124.45333898653813,383.4625998202979,0.052383446830995856,32.47422680412373,-7.015706806282722,41.66666666666667,-0.036666666666666674
000002.SZ,20131009,9.5,9.51,9.32,9.39,9.55,-0.16,-1.68,850365.6,798293.8632,000001.SH,2211.769,2191.3920000000003,2212.347,2185.181,2198.199,13.57,0.6173,130871737.0,117966138.817,9.475833333333314,-0.13526005356393966,-0.0980477141364079,-0.07442467885506351,253.34701899681784,167.4178989899647,425.2052590105241,-0.9058130331543124,30.14354066985647,-7.987220447284344,41.66666666666667,-0.06333333333333334
000002.SZ,20131010,9.39,9.47,9.3,9.41,9.39,0.02,0.21,727105.73,683140.1949,000001.SH,2190.929,2214.405,2214.592,2186.48,2211.769,-20.84,-0.9422,149775896.0,136575144.087,9.414999999999981,-0.12742811548503674,-0.1039237944061337,-0.04700864215780609,286.8467306132627,207.22750953106402,446.0851727776601,-0.05310674455635955,32.01970443349754,-5.419766206163653,50.0,-0.07333333333333333
000002.SZ,20131011,9.45,9.48,9.35,9.44,9.41,0.03,0.32,802257.09,755684.9836,000001.SH,2228.146,2201.409,2228.871,2200.53,2190.929,37.217,1.6987,156892176.0,142271932.986,9.37499999999998,-0.11744664701313212,-0.1066283649275334,-0.021636564171197442,316.8721793832001,243.77573281510936,463.06507251938154,0.6933333333335379,36.95652173913042,-1.6949152542372898,58.333333333333336,-0.12333333333333334
000002.SZ,20131014,9.43,9.43,9.16,9.2,9.44,-0.24,-2.54,1167930.89,1077128.6884,000001.SH,2237.7729999999997,2232.218,2242.984,2226.403,2228.146,9.627,0.4321,165983386.0,151626936.77,9.341666666666649,-0.12743328399938214,-0.11078934874190316,-0.03328787051495796,275.35068369136377,254.3007164405275,317.4506181930363,-1.5165031222121321,38.636363636363626,-4.673913043478278,58.333333333333336,-0.043333333333333335
000002.SZ,20131015,9.2,9.22,9.1,9.19,9.2,-0.01,-0.11,750662.33,686715.3687,000001.SH,2233.4120000000003,2237.931,2240.25,2221.139,2237.7729999999997,-4.361000000000001,-0.1949,153722825.0,138541635.496,9.304999999999982,-0.13460306187750604,-0.11555209136902374,-0.0381019410169646,245.1055839993704,251.23567229347512,232.84540741116092,-1.2358946802792334,37.356321839080415,-5.4406964091403704,50.0,-0.006666666666666664
000002.SZ,20131016,9.14,9.21,9.02,9.07,9.19,-0.12,-1.31,637647.17,579067.2669,000001.SH,2193.074,2228.113,2228.113,2183.403,2233.4120000000003,-40.338,-1.8061,154638637.0,138165496.489,9.253333333333316,-0.14825912076347159,-0.12209349724791332,-0.05233124703111652,194.17295343547778,232.21476600747602,118.08932829148131,-1.981268011527192,32.777777777777786,-3.638368246968027,41.66666666666667,0.03666666666666667
000002.SZ,20131017,9.13,9.18,9.05,9.07,9.07,0.0,0.0,354531.66,322699.0491,000001.SH,2188.542,2201.71,2211.03,2183.246,2193.074,-4.532,-0.2067,126767944.0,113138850.979,9.225833333333314,-0.1572687495685603,-0.12912854771204274,-0.05628040371303511,141.2133415060049,201.88095784031898,19.878108837376715,-1.6890976424891826,39.072847682119196,-1.3230429988974555,41.66666666666667,0.003333333333333332
000002.SZ,20131018,9.09,9.2,9.02,9.17,9.07,0.1,1.1,489381.99,447453.2743,000001.SH,2193.78,2188.714,2203.291,2184.36,2188.542,5.2379999999999995,0.2393,103724631.0,90814173.24200001,9.22416666666665,-0.15455813111592676,-0.13421446439281956,-0.04068733344621439,125.51477669027781,176.42556412363857,23.693201823556308,-0.5872255849668386,49.2857142857143,1.744820065430754,50.0,-0.03333333333333333
000002.SZ,20131021,9.18,9.2,9.04,9.18,9.17,0.01,0.11,668149.26,609910.0861,000001.SH,2229.237,2198.114,2230.285,2190.394,2193.78,35.457,1.6163,136694408.0,123936339.046,9.238333333333314,-0.14987536017878078,-0.1373466435500118,-0.025057433257537953,117.00985112685187,156.620326458043,37.788900464469634,-0.6314270250764656,56.91056910569107,1.3071895424836517,58.333333333333336,-0.07333333333333333
000002.SZ,20131022,9.16,9.17,9.05,9.08,9.18,-0.1,-1.09,625103.06,568539.4989,000001.SH,2210.652,2227.341,2227.341,2204.244,2229.237,-18.585,-0.8337,149132831.0,134994866.709,9.23999999999998,-0.1524757492145934,-0.14037246468292813,-0.02420656906333052,91.33990075123467,134.86018455577354,4.299333142156911,-1.731601731601525,50.781249999999986,-0.5506607929515497,50.0,-0.06
000002.SZ,20131023,9.1,9.23,9.03,9.07,9.08,-0.01,-0.11,748752.13,682986.9144,000001.SH,2183.107,2213.274,2226.847,2177.725,2210.652,-27.545,-1.246,146347090.0,125789855.034,9.23499999999998,-0.15357319647382361,-0.14301261104110724,-0.021121170865432748,72.00437827860101,113.90824913004936,-11.803363424295668,-1.7866811044935569,47.540983606557354,-5.292171995589861,41.66666666666667,-0.11333333333333333
