ts_code_x,trade_date,open_x,high_x,low_x,close_x,pre_close_x,change_x,pct_chg_x,vol_x,amount_x,ts_code_y,close_y,open_y,high_y,low_y,pre_close_y,change_y,pct_chg_y,vol_y,amount_y,ma,data_dif,data_dea,data_macd,kdj_k,kdj_d,kdj_j,bias,rsi,roc,psy,ave_change
000002.SZ,20110725,8.31,8.35,8.1,8.14,8.42,-0.28,-3.33,478412.85,392377.0821,000001.SH,2688.7459999999996,2759.6279999999997,2759.6279999999997,2680.7470000000003,2770.79,-82.044,-2.9610000000000003,111242249.0,120856437.817,8.497499999999997,-0.06563427553654222,-0.04062130993366275,-0.05002593120575893,83.64280414948688,100.03994771802122,50.84851701241817,-4.207119741100283,24.80000000000004,-8.35380835380835,33.33333333333333,-0.01
000002.SZ,20110726,8.14,8.22,8.14,8.2,8.14,0.06,0.74,256070.99,209478.6655,000001.SH,2703.026,2685.7540000000004,2704.9390000000003,2677.119,2688.7459999999996,14.28,0.5311,72881454.0,79482934.662,8.445833333333331,-0.07474672056181397,-0.047571597305769556,-0.054350246512088835,83.5395773634494,94.53610014591278,61.546531798522636,-2.9107054760729967,25.396825396825317,-6.707317073170741,33.33333333333333,-0.016666666666666666
000002.SZ,20110727,8.13,8.21,8.08,8.14,8.2,-0.06,-0.73,296620.71,241775.9797,000001.SH,2723.492,2690.1440000000002,2726.801,2680.433,2703.026,20.465999999999998,0.7572,80407781.0,92082368.241,8.394999999999998,-0.08468948949538202,-0.05510372514571862,-0.059171528699326806,71.07204294287197,86.71121799541562,39.793692837784675,-3.0375223347230174,25.599999999999955,-4.422604422604415,33.33333333333333,0.05000000000000001
000002.SZ,20110728,8.1,8.15,8.01,8.11,8.14,-0.03,-0.37,291102.95,235329.5665,000001.SH,2708.777,2701.7709999999997,2712.09,2684.6609999999996,2723.492,-14.715,-0.5403,78474915.0,90451815.581,8.362499999999997,-0.09328641199692456,-0.06282933270689413,-0.060914158580060856,71.19092152163395,81.53622957015469,50.50030542459248,-3.0194319880418274,31.067961165048473,-6.165228113440198,33.33333333333333,0.053333333333333344
000002.SZ,20110729,8.1,8.2,8.05,8.15,8.11,0.04,0.49,241440.28,196639.9008,000001.SH,2701.7290000000003,2706.4970000000003,2721.53,2681.272,2708.777,-7.047999999999999,-0.2602,75471655.0,83784760.93100001,8.324166666666665,-0.09616417973352398,-0.06955836649428981,-0.05321162647846833,80.79587333728075,81.28939467231137,79.80883066721952,-2.0923015316848286,26.04166666666669,-5.276073619631898,33.33333333333333,0.06666666666666667
000002.SZ,20110801,8.15,8.3,8.11,8.29,8.15,0.14,1.72,234297.61,193543.9929,000001.SH,2703.783,2697.575,2712.888,2688.5290000000005,2701.7290000000003,2.0540000000000003,0.076,59000711.0,66073995.356000006,8.299999999999999,-0.0878556672923505,-0.07324502942492897,-0.029221275734843066,120.53589376400194,94.37330979543499,172.86106170113587,-0.12048192771084082,36.448598130841056,-1.6887816646562193,41.66666666666667,0.006666666666666665
000002.SZ,20110802,8.24,8.31,8.13,8.27,8.29,-0.02,-0.24,213267.74,175731.2106,000001.SH,2679.259,2689.9709999999995,2689.9709999999995,2651.28,2703.783,-24.524,-0.907,69993181.0,77994116.095,8.286666666666664,-0.08172923980765034,-0.074951947366569,-0.013554584882162685,142.26396048887747,110.3382825820996,206.1153163024332,-0.20112630732096481,41.48936170212763,-1.0882708585247867,41.66666666666667,-0.03
000002.SZ,20110803,8.24,8.37,8.22,8.35,8.27,0.08,0.97,355567.38,295345.6606,000001.SH,2678.485,2659.118,2688.065,2654.364,2679.259,-0.774,-0.0289,63981610.0,73381007.588,8.285833333333331,-0.07050655874801137,-0.07405865117084351,0.007104184845664274,175.79701324867247,132.15915570047406,263.0727283450693,0.7744141607161065,49.47368421052632,-1.6766467065868331,50.0,-0.09666666666666668
000002.SZ,20110804,8.36,8.39,8.3,8.31,8.35,-0.04,-0.48,136550.56,113867.7923,000001.SH,2684.039,2683.192,2698.815,2675.534,2678.485,5.553999999999999,0.2074,58872111.0,69338641.969,8.27083333333333,-0.06373058737689696,-0.07198520515447682,0.016509235555159707,188.62708835929695,150.98254536636944,263.91617434515194,0.47355163727963895,39.534883720930196,-1.925391095066187,41.66666666666667,-0.003333333333333336
000002.SZ,20110805,8.16,8.27,8.12,8.18,8.31,-0.13,-1.56,306128.04,250823.1781,000001.SH,2626.423,2620.277,2644.5809999999997,2605.137,2684.039,-57.61600000000001,-2.1466,78571833.0,87777759.968,8.246666666666664,-0.06683711167884887,-0.07095246519434434,0.008230707030990936,166.2269913213809,156.0641615132488,186.55265093764513,-0.8084074373483994,35.05154639175249,-2.689486552567245,41.66666666666667,0.08666666666666667
000002.SZ,20110808,8.14,8.26,7.95,8.06,8.18,-0.12,-1.47,523375.91,425711.7736,000001.SH,2526.8160000000003,2599.2889999999998,2614.19,2497.9179999999997,2626.423,-99.60700000000001,-3.7925,110302496.0,117550544.112,8.218333333333332,-0.07698237839562871,-0.07216137078897486,-0.009642015213307709,129.15067496935285,147.09284142823162,93.2663420515953,-1.9265868992090627,33.33333333333328,-4.4665012406947815,41.66666666666667,0.16333333333333333
000002.SZ,20110809,7.99,8.45,7.94,8.3,8.06,0.24,2.98,943478.53,778470.37,000001.SH,2526.07,2468.032,2537.409,2437.681,2526.8160000000003,-0.746,-0.0295,103723892.0,107745074.50700001,8.20833333333333,-0.06683456769641971,-0.0710939454696173,0.008518755546395168,143.24347248680257,145.80970339145992,138.11101067748785,1.116751269035578,45.16129032258067,1.9277108433734955,41.66666666666667,0.043333333333333335
000002.SZ,20110810,8.5,8.58,8.37,8.44,8.3,0.14,1.69,823681.62,698674.3106,000001.SH,2549.176,2562.393,2579.156,2544.952,2526.07,23.105999999999998,0.9147,100369343.0,104038322.989,8.23333333333333,-0.04804755416629369,-0.06647752364217956,0.036859938951771726,159.5983403653851,150.40595167090913,177.98311775433706,2.510121457489905,63.63636363636363,2.8436018957346,50.0,0.020000000000000004
000002.SZ,20110811,8.37,8.68,8.35,8.55,8.44,0.11,1.3,760522.08,650754.5970000001,000001.SH,2581.508,2508.857,2582.155,2505.012,2549.176,32.332,1.2683,95597265.0,100089141.534,8.262499999999998,-0.02483428411768074,-0.05813855259112925,0.06660853694689703,169.9406141795312,156.91753979900082,195.98676294059197,3.4795763993948956,65.2173913043479,4.795321637426902,50.0,-0.06333333333333334
